window-close-v2/Iteration,reach-v2/Iteration,window-close-v2/NumEpisodes,window-close-v2/SuccessRate,reach-v2/AverageDiscountedReturn,drawer-open-v2/NumEpisodes,window-close-v2/TerminationRate,Average/SuccessRate,push-v2/SuccessRate,drawer-close-v2/AverageDiscountedReturn,Average/AverageReturn,window-open-v2/MinReturn,drawer-close-v2/Iteration,peg-insert-side-v2/SuccessRate,button-press-topdown-v2/MinReturn,pick-place-v2/NumEpisodes,push-v2/Iteration,window-open-v2/StdReturn,door-open-v2/MinReturn,Policy/Loss,drawer-open-v2/StdReturn,push-v2/AverageDiscountedReturn,button-press-topdown-v2/StdReturn,window-close-v2/AverageReturn,pick-place-v2/MaxReturn,push-v2/AverageReturn,push-v2/StdReturn,Average/TerminationRate,window-open-v2/AverageReturn,button-press-topdown-v2/AverageDiscountedReturn,reach-v2/MinReturn,drawer-close-v2/StdReturn,drawer-close-v2/TerminationRate,reach-v2/MaxReturn,drawer-open-v2/AverageDiscountedReturn,Average/NumEpisodes,drawer-open-v2/MinReturn,door-open-v2/Iteration,door-open-v2/NumEpisodes,peg-insert-side-v2/MaxReturn,peg-insert-side-v2/AverageReturn,button-press-topdown-v2/AverageReturn,window-open-v2/SuccessRate,button-press-topdown-v2/TerminationRate,Average/MaxReturn,QF/Qf2Loss,door-open-v2/AverageDiscountedReturn,button-press-topdown-v2/Iteration,drawer-close-v2/MinReturn,pick-place-v2/MinReturn,peg-insert-side-v2/Iteration,drawer-close-v2/NumEpisodes,peg-insert-side-v2/StdReturn,reach-v2/StdReturn,push-v2/TerminationRate,drawer-open-v2/MaxReturn,pick-place-v2/TerminationRate,peg-insert-side-v2/TerminationRate,pick-place-v2/AverageReturn,QF/Qf1Loss,door-open-v2/StdReturn,Average/TrainAverageReturn,door-open-v2/TerminationRate,button-press-topdown-v2/MaxReturn,window-open-v2/MaxReturn,drawer-close-v2/AverageReturn,window-open-v2/Iteration,push-v2/MinReturn,drawer-open-v2/SuccessRate,reach-v2/NumEpisodes,door-open-v2/AverageReturn,drawer-open-v2/TerminationRate,window-open-v2/AverageDiscountedReturn,push-v2/NumEpisodes,window-close-v2/AverageDiscountedReturn,peg-insert-side-v2/AverageDiscountedReturn,reach-v2/TerminationRate,drawer-close-v2/SuccessRate,window-open-v2/NumEpisodes,reach-v2/SuccessRate,pick-place-v2/SuccessRate,button-press-topdown-v2/NumEpisodes,Average/Iteration,push-v2/MaxReturn,button-press-topdown-v2/SuccessRate,Average/StdReturn,peg-insert-side-v2/MinReturn,peg-insert-side-v2/NumEpisodes,ReplayBuffer/buffer_size,drawer-close-v2/MaxReturn,Average/AverageDiscountedReturn,window-close-v2/MaxReturn,door-open-v2/SuccessRate,pick-place-v2/AverageDiscountedReturn,window-close-v2/StdReturn,reach-v2/AverageReturn,pick-place-v2/StdReturn,AlphaTemperature/mean,Average/MinReturn,window-close-v2/MinReturn,door-open-v2/MaxReturn,TotalEnvSteps,pick-place-v2/Iteration,window-open-v2/TerminationRate,drawer-open-v2/Iteration,drawer-open-v2/AverageReturn
11,11,5,0.0,382.1562032266855,5,0.0,0.1,0.0,780.1765290658464,977.7685424816826,165.01591787528187,11,0.0,790.8038407482136,5,11,0.0,399.9598700043388,-361.59796142578125,0.0,4.82949803307054,0.0,357.0370204885334,8.111325155611903,23.15915213395491,0.0,0.0,165.01591787528187,140.32711734687072,2062.6321583777008,0.0,0.0,2062.6321583777008,260.48009350318483,50,1201.457073053362,11,5,9.805082857696126,9.805082857696126,790.8038407482136,0.0,0.0,4759.703984122133,14.651220321655273,83.10624342511059,11,4759.703984122133,8.111325155611903,11,5,0.0,0.0,0.0,1201.457073053362,0.0,0.0,8.111325155611903,19.82376480102539,0.0,6.434605855173006,0.0,790.8038407482136,165.01591787528187,4759.703984122133,11,23.15915213395491,0.0,5,399.9598700043388,0.0,35.90222956854604,5,74.86595881673611,1.979843205672977,0.0,1.0,5,0.0,0.0,5,11,23.15915213395491,0.0,1404.7477313683453,9.805082857696126,5,476500,4759.703984122133,176.54288756396053,357.0370204885334,0.0,1.6051594478818099,0.0,2062.6321583777008,0.0,0.16074466705322266,8.111325155611903,357.0370204885334,399.9598700043388,476500,11,0.0,11,1201.457073053362
12,12,5,0.0,345.92933530713333,5,0.0,0.1,0.0,803.5700180440288,1023.0392982452871,164.74482871362923,12,0.0,921.8272437102107,5,12,0.0,446.0374462962922,-391.5523986816406,0.0,5.106019153319034,0.0,392.303007046769,8.200360485204865,24.842553992596688,0.0,0.0,164.74482871362923,160.7663370737842,1850.481200322937,0.0,0.0,1850.481200322937,302.3719739303158,50,1622.8267523023355,12,5,9.91975851689952,9.91975851689952,921.8272437102107,0.0,0.0,4789.209831065995,11.861322402954102,89.78994969797503,12,4789.209831065995,8.200360485204865,12,5,0.0,0.0,0.0,1622.8267523023355,0.0,0.0,8.200360485204865,13.187614440917969,5.684341886080802e-14,6.536147901998612,0.0,921.8272437102107,164.74482871362923,4789.209831065995,12,24.842553992596688,0.0,5,446.03744629629216,0.0,35.81407648053042,5,80.06804604422135,1.987704043171234,0.0,1.0,5,0.0,0.0,5,12,24.842553992596688,0.0,1405.6608505558709,9.91975851689952,5,516500,4789.209831065995,182.70267627565212,392.303007046769,0.0,1.6233029820421083,0.0,1850.481200322937,0.0,0.15875782072544098,8.200360485204865,392.303007046769,446.0374462962922,516500,12,0.0,12,1622.8267523023355
13,13,5,0.0,297.58843760501713,5,0.0,0.1,0.0,803.2759886703499,970.7691194264464,165.17004815357691,13,0.0,897.2454756308306,5,13,0.0,442.4638325421987,-418.96142578125,0.0,4.9112040607940255,1.1368683772161603e-13,394.5866456306896,8.35592900591408,23.33276834800551,0.0,0.0,165.17004815357691,157.3200180345175,1662.1405739844222,0.0,0.0,1662.1405739844222,254.27121418979632,50,1315.7560325505199,13,5,9.798272204343114,9.798272204343114,897.2454756308305,0.0,0.0,4788.841616213963,14.07457160949707,88.33060917537475,13,4788.841616213963,8.35592900591408,13,5,0.0,2.2737367544323206e-13,0.0,1315.7560325505199,0.0,0.0,8.35592900591408,12.904394149780273,0.0,6.752011336809592,0.0,897.2454756308306,165.17004815357691,4788.841616213963,13,23.33276834800551,0.0,5,442.4638325421987,0.0,35.88249827057346,5,81.11090364898934,1.9856995310023133,0.0,1.0,5,0.0,0.0,5,13,23.33276834800551,0.0,1385.1900994402436,9.798272204343114,5,556500,4788.841616213963,172.63154602656735,394.5866456306896,0.0,1.6388870792588262,0.0,1662.1405739844224,0.0,0.1546061635017395,8.35592900591408,394.5866456306896,442.4638325421987,556500,13,0.0,13,1315.7560325505199
14,14,5,0.0,343.62046771669384,5,0.0,0.1,0.0,839.9107113836856,1019.0515016917661,164.7419075926228,14,0.0,907.8140243078509,5,14,0.0,438.5149117368004,-460.499267578125,0.0,4.818414819276095,0.0,358.5621991286292,8.366968433105264,22.87680903491623,0.0,0.0,164.7419075926228,158.36845783106673,1932.141734999694,0.0,0.0,1932.141734999694,281.2874802688144,50,1512.4145508114473,14,5,11.443838306019442,11.443838306019442,907.8140243078509,0.0,0.0,4833.638072566575,12.933916091918945,87.86808485938276,14,4833.638072566575,8.366968433105264,14,5,0.0,0.0,0.0,1512.4145508114473,0.0,0.0,8.366968433105264,15.150886535644531,0.0,7.003015344930093,0.0,907.8140243078509,164.7419075926228,4833.638072566575,14,22.87680903491623,0.0,5,438.5149117368004,0.0,35.73878223889863,5,77.49702229612086,2.089946939496601,0.0,1.0,5,0.0,0.0,5,14,22.87680903491623,0.0,1420.310513109398,11.443838306019442,5,596500,4833.638072566575,183.28464654628365,358.5621991286292,0.0,1.647097109401162,0.0,1932.141734999694,0.0,0.14801281690597534,8.366968433105264,358.5621991286292,438.5149117368004,596500,14,0.0,14,1512.4145508114473
15,15,5,0.0,366.9342616901808,5,0.0,0.1,0.0,857.2390406252365,1042.6664045636508,165.35223227738663,15,0.0,871.0090034187011,5,15,0.0,422.25093496646497,-474.4759826660156,0.0,4.8805832278003844,0.0,412.6560828411449,8.370844678687323,23.56882014374313,0.0,0.0,165.35223227738663,152.9703486988847,2133.019860910415,0.0,0.0,2133.019860910415,280.3287266804696,50,1526.5911967919374,15,5,9.981239501154338,9.981239501154338,871.0090034187011,0.0,0.0,4853.863830106872,13.951930046081543,84.29096678235928,15,4853.863830106872,8.370844678687323,15,5,0.0,0.0,0.0,1526.5911967919374,0.0,0.0,8.370844678687323,14.008451461791992,0.0,7.198131428418395,0.0,871.0090034187011,165.35223227738663,4853.863830106872,15,23.56882014374313,0.0,5,422.25093496646497,0.0,35.79119827956286,5,81.8296890659249,1.988165206129559,0.0,1.0,5,0.0,0.0,5,15,23.56882014374313,0.0,1438.8891654095796,9.981239501154338,5,636500,4853.863830106872,186.79049967384955,412.6560828411449,0.0,1.652016481946911,0.0,2133.019860910415,0.0,0.14848746359348297,8.370844678687323,412.6560828411449,422.25093496646497,636500,15,0.0,15,1526.5911967919374
16,16,5,0.0,290.3653383111518,5,0.0,0.1,0.0,639.1616273409506,1001.7100462142366,164.49731955600853,16,0.0,837.3642447635251,5,16,0.0,433.2363650347162,-483.4732360839844,0.0,4.767865699743798,0.0,422.7021725146289,8.353064066560995,22.74591852718062,0.0,0.0,164.49731955600853,147.68888710313928,1630.4117943809515,0.0,0.0,1630.4117943809515,333.3140504939641,50,1982.2585821551802,16,5,10.180999320325077,10.180999320325077,837.3642447635251,0.0,0.0,4505.350001823291,14.508954048156738,85.83655675460517,16,4505.350001823291,8.353064066560995,16,5,0.0,0.0,0.0,1982.2585821551802,0.0,0.0,8.353064066560995,13.49030876159668,0.0,7.469332783715137,0.0,837.3642447635251,164.49731955600853,4505.350001823291,16,22.74591852718062,0.0,5,433.2363650347162,0.0,35.60700283328222,5,83.00798427254232,2.0183480167236927,0.0,1.0,5,0.0,0.0,5,16,22.74591852718062,0.0,1339.6581691711847,10.180999320325077,5,676500,4505.350001823291,162.34202516127414,422.70217251462896,0.0,1.6525907866383178,5.684341886080802e-14,1630.4117943809515,0.0,0.1526595503091812,8.353064066560995,422.70217251462896,433.2363650347162,676500,16,0.0,16,1982.2585821551802
17,17,5,0.0,223.33382402712832,5,0.0,0.1,0.0,854.0047104955493,952.8311533302154,165.5629212862459,17,0.0,1026.270181704401,5,17,0.0,337.7633127220378,-517.1741333007812,0.0,4.7809373613428185,0.0,431.1752489460616,8.27581240285451,22.634055680447027,0.0,0.0,165.5629212862459,176.71298055820634,1092.0487450489688,0.0,0.0,1092.0487450489688,291.94257347362213,50,1584.5162197046498,17,5,9.512777868374123,9.512777868374123,1026.270181704401,0.0,0.0,4850.552257938113,18.422771453857422,75.29513713333088,17,4850.552257938113,8.27581240285451,17,5,0.0,0.0,0.0,1584.5162197046498,0.0,0.0,8.27581240285451,16.303646087646484,0.0,7.640612735066081,0.0,1026.270181704401,165.5629212862459,4850.552257938113,17,22.634055680447027,0.0,5,337.7633127220378,0.0,35.87451962719612,5,84.5009585091969,1.9360366437962515,0.0,1.0,5,0.0,0.0,5,17,22.634055680447027,0.0,1397.6249944626818,9.512777868374123,5,716500,4850.552257938113,175.0010520716595,431.1752489460616,0.0,1.6288428872254503,0.0,1092.0487450489688,0.0,0.1562412977218628,8.27581240285451,431.1752489460616,337.7633127220378,716500,17,0.0,17,1584.5162197046498
18,18,5,0.0,203.47578627024572,5,0.0,0.1,0.0,859.143255702769,907.1573519924452,164.94229377399122,18,0.0,988.150613719405,5,18,0.0,334.916151616064,-536.0652465820312,0.0,4.825344203968593,0.0,420.7826666949898,8.343466315547769,23.518841393196585,0.0,0.0,164.94229377399122,169.7589773837095,1015.5622931189235,0.0,0.0,1015.5622931189235,242.24565832257886,50,1249.346686901547,18,5,10.034687717609952,10.034687717609952,988.150613719405,0.0,0.0,4855.975818673176,19.211170196533203,75.8333067578582,18,4855.975818673176,8.343466315547769,18,5,0.0,1.1368683772161603e-13,0.0,1249.346686901547,0.0,0.0,8.343466315547769,16.868106842041016,0.0,7.801624126517895,0.0,988.150613719405,164.94229377399122,4855.975818673176,18,23.518841393196585,0.0,5,334.916151616064,0.0,35.67113547093272,5,82.64381505568434,2.00523832327263,0.0,1.0,5,0.0,0.0,5,18,23.518841393196585,0.0,1386.974706879616,10.034687717609952,5,756500,4855.975818673176,167.7235336192694,420.7826666949898,0.0,1.632818701674415,0.0,1015.5622931189234,0.0,0.15660139918327332,8.343466315547769,420.7826666949898,334.916151616064,756500,18,0.0,18,1249.346686901547
19,19,5,0.0,367.08429073786675,5,0.0,0.1,0.0,559.1460994460767,641.032291539567,164.83195655450774,19,0.0,1026.4606911644269,5,19,0.0,332.2589995929006,-552.050537109375,0.0,4.794026095825547,0.0,423.86990307473354,8.355909901741317,23.358667409549156,0.0,0.0,164.83195655450774,176.84559585742898,2078.072117298782,0.0,0.0,2078.072117298782,245.0117351108645,50,1282.2493301317995,19,5,9.658731230226763,9.658731230226763,1026.4606911644269,0.0,0.0,2078.072117298782,19.511201858520508,76.97842317807138,19,1061.2066090370033,8.355909901741317,19,5,0.0,0.0,0.0,1282.2493301317995,0.0,0.0,8.355909901741317,17.787586212158203,0.0,8.105198079286597,0.0,1026.4606911644269,164.83195655450774,1061.2066090370033,19,23.358667409549156,0.0,5,332.2589995929006,0.0,35.67665893530612,5,83.40038098980017,1.9448447852693707,0.0,1.0,5,0.0,0.0,5,19,23.358667409549156,0.0,659.6244499736221,9.658731230226763,5,796500,1061.2066090370033,155.25205284557288,423.86990307473354,0.0,1.6384733192192376,0.0,2078.072117298782,0.0,0.16005823016166687,8.355909901741317,423.86990307473354,332.2589995929006,796500,19,0.0,19,1282.2493301317995
20,20,5,0.0,378.51587723784587,5,0.0,0.1,0.0,858.4732738968203,1029.235309022614,164.54852747029926,20,0.0,1032.8956957073947,5,20,0.0,320.5954100282929,-563.802734375,0.0,4.779529721299161,0.0,423.0120676406624,8.244317465072905,22.88477178004874,0.0,0.0,164.54852747029926,178.46828804574704,2147.1901078111823,0.0,0.0,2147.1901078111823,237.23059634670813,50,1308.0433223947894,20,5,9.38356522585305,9.38356522585305,1032.8956957073947,0.0,0.0,4855.555304702544,46.45206832885742,74.75353875286562,20,4855.555304702544,8.244317465072905,20,5,0.0,0.0,0.0,1308.0433223947894,0.0,0.0,8.244317465072905,41.4259033203125,0.0,8.33209031325217,0.0,1032.8956957073947,164.54852747029926,4855.555304702544,20,22.88477178004874,0.0,5,320.5954100282929,0.0,35.738765517022394,5,83.43293679371713,1.8930765545491242,0.0,1.0,5,0.0,0.0,5,20,22.88477178004874,0.0,1438.0861202038852,9.38356522585305,5,836500,4855.555304702544,185.49084848413804,423.0120676406624,0.0,1.6226019748054576,0.0,2147.1901078111823,0.0,0.1615930050611496,8.244317465072905,423.0120676406624,320.5954100282929,836500,20,0.0,20,1308.0433223947894
21,21,5,0.0,384.08779460993856,5,0.0,0.1,0.0,853.5837866780632,1057.4969649927598,165.21518446991868,21,0.0,1002.9928385059603,5,21,0.0,326.3080425423292,-594.5973510742188,0.0,4.8153028457830045,1.1368683772161603e-13,427.38715439905974,8.238732085043742,23.27436000200343,0.0,0.0,165.21518446991868,173.19925999858586,2186.19740518036,0.0,0.0,2186.19740518036,277.941004542973,50,1575.885464389062,21,5,9.365472986281523,9.365472986281523,1002.9928385059604,0.0,0.0,4850.104995367579,21.769023895263672,75.28115465480519,21,4850.104995367579,8.238732085043742,21,5,0.0,0.0,0.0,1575.885464389062,0.0,0.0,8.238732085043742,20.021066665649414,0.0,8.530353301122785,0.0,1002.9928385059603,165.21518446991868,4850.104995367579,21,23.27436000200343,0.0,5,326.3080425423292,0.0,35.80806288086128,5,83.74795414845342,1.899018989830179,0.0,1.0,5,0.0,0.0,5,21,23.27436000200343,0.0,1446.6001155109025,9.365472986281523,5,876500,4850.104995367579,189.1992734152651,427.3871543990597,0.0,1.6293948033576897,5.684341886080802e-14,2186.19740518036,0.0,0.16385936737060547,8.238732085043742,427.3871543990597,326.3080425423292,876500,21,0.0,21,1575.885464389062
22,22,5,0.0,384.5672695889946,5,0.0,0.1,0.0,862.1753297265628,1033.0842154787993,164.24673274602927,22,0.0,1083.1346874371145,5,22,0.0,338.1856697767976,-601.0162353515625,0.0,4.844193675468724,0.0,430.809154617912,8.025920914055156,23.183609069458225,0.0,0.0,164.24673274602927,186.35142652657532,2188.210005347375,0.0,0.0,2188.210005347375,206.44475566300838,50,1225.7389398017406,22,5,9.307435077511016,9.307435077511016,1083.1346874371145,0.0,0.0,4860.0,32.3149528503418,76.74531216306958,22,4860.0,8.025920914055156,22,5,0.0,0.0,0.0,1225.7389398017406,0.0,0.0,8.025920914055156,31.093338012695312,0.0,8.538836406320124,0.0,1083.1346874371145,164.24673274602927,4860.0,22,23.183609069458225,0.0,5,338.1856697767976,0.0,35.68716532755026,5,83.97191360330802,1.8970072285579278,0.0,1.0,5,0.0,0.0,5,22,23.183609069458225,0.0,1440.08615548203,9.307435077511016,5,916500,4860.0,184.42842748835014,430.809154617912,0.0,1.5999013804061628,0.0,2188.210005347375,0.0,0.16475555300712585,8.025920914055156,430.809154617912,338.1856697767976,916500,22,0.0,22,1225.7389398017406
23,23,5,0.0,367.85984513455753,5,0.0,0.1,0.0,861.2018889299474,1000.3175575925555,164.77059233831318,23,0.0,987.9394521061614,5,23,0.0,398.18378974034187,-641.6982421875,0.0,5.1305271782993564,1.1368683772161603e-13,433.8007014923413,8.09864671060138,23.952173635554157,0.0,0.0,164.77059233831318,169.18205091769892,2041.5982554895504,0.0,0.0,2041.5982554895504,199.94181657571443,50,1076.8325780972552,23,5,9.219434176680146,9.219434176680146,987.9394521061615,0.0,0.0,4858.779952138755,16.144765853881836,81.03118773839503,23,4858.779952138755,8.09864671060138,23,5,0.0,0.0,0.0,1076.8325780972552,0.0,0.0,8.09864671060138,17.184383392333984,0.0,8.3823458164731,0.0,987.9394521061614,164.77059233831318,4858.779952138755,23,23.952173635554157,0.0,5,398.18378974034187,0.0,35.73313688905275,5,84.37014699146448,1.886904182579824,0.0,1.0,5,0.0,0.0,5,23,23.952173635554157,0.0,1424.0685967297081,9.219434176680146,5,956500,4858.779952138755,180.7944936408413,433.8007014923413,0.0,1.6074318707031405,0.0,2041.5982554895504,0.0,0.15646639466285706,8.09864671060138,433.8007014923413,398.18378974034187,956500,23,0.0,23,1076.8325780972552
24,24,5,0.0,372.9713359645209,5,0.0,0.1,0.0,836.3727103415116,1041.5870234935398,164.73826363701332,24,0.0,1046.3829543026789,5,24,0.0,313.4896327210095,-641.6295166015625,0.0,7.139398211229169,0.0,435.68186608963987,8.271473935939142,26.741006271268056,0.0,0.0,164.73826363701332,177.88571866657378,2140.9782240165223,0.0,0.0,2140.9782240165223,268.14772740911314,50,1440.1371201185564,24,5,9.449693842773291,9.449693842773291,1046.3829543026789,0.0,0.0,4830.0,38.9311637878418,76.42851978343322,24,4830.0,8.271473935939142,24,5,0.0,0.0,0.0,1440.1371201185564,0.0,0.0,8.271473935939142,30.204030990600586,0.0,8.302588205251606,0.0,1046.3829543026789,164.73826363701332,4830.0,24,26.741006271268056,0.0,5,313.4896327210095,0.0,35.75256447756314,5,84.74973271815651,1.9096884546297304,0.0,1.0,5,0.0,0.0,5,24,26.741006271268056,0.0,1433.4807505366239,9.449693842773291,5,996500,4830.0,186.29889555719672,435.6818660896399,0.0,1.6315595452356315,5.684341886080802e-14,2140.9782240165223,0.0,0.15498580038547516,8.271473935939142,435.6818660896399,313.4896327210095,996500,24,0.0,24,1440.1371201185564
